Variable,Coefficient,StandardError,TStatistic,ApproxPValue
Intercept,4.77691763483915,0.991271053733262,4.81898227215314,1.44292372945187e-06
Inflation,0.0918962414885833,0.109453564865685,0.839591123426201,0.401137677921771
Unemployment,-0.310003350962811,0.152897214219255,-2.0275277907828,0.0426084652917469
Interest Rate,-0.0753655420618427,0.0910709635924323,-0.827547432122541,0.407926849392667
