Variable,Coefficient
Intercept,2.94973489317716
GDPGrowth_L1,0.119207184047388
Inflation_L1,-0.0777539654123479
Inflation_L2,-0.0248745869452871
Inflation_L3,-0.116460256614533
Inflation_L4,-0.0625440384480553
Unemployment_L1,-3.53327871249502
Unemployment_L2,3.98805103359142
Unemployment_L3,0.526913204866944
Unemployment_L4,-0.932265692339598
InterestRate_L1,0.135044702385311
InterestRate_L2,-1.05772241885928
InterestRate_L3,1.35742152039766
InterestRate_L4,-0.338049782331649
