BestModel,Observations,RSquared,AdjustedRSquared,RMSE,AIC,BIC,FStatistic
Lag 1,265,0.0713760763700484,0.0607022381674052,4.04035044363051,1500.09308139098,1514.41200069492,6.68701127138819
