ModelRMSE,ModelMAE,ForecastCorrelation,DirectionalAccuracyPercent,NaiveRMSE,NaiveMAE,RMSEImprovementPercent,MAEImprovementPercent
11.9541442857965,4.65610316104818,-0.40209938005078,88.0952380952381,11.5333506830437,4.45440986394315,-3.64849395736632,-4.52794653535729
